ID,Source_ID,Relation_ID,Target_ID
1019-similar-2183,1019,similar,2183
1985-narrower-2174,1985,narrower,2174
2174-broader-1985,2174,broader,1985
525-narrower-1925,525,narrower,1925
1925-broader-525,1925,broader,525
561-narrower-2418,561,narrower,2418
2418-broader-561,2418,broader,561
2125-narrower-857,2125,narrower,857
857-broader-2125,857,broader,2125
28-producedby-1726,28,producedby,1726
2135-narrower-370,2135,narrower,370
370-broader-2135,370,broader,2135
131-instanceof-2188,131,instanceof,2188
2188-isa-131,2188,isa,131
131-instanceof-2186,131,instanceof,2186
2186-isa-131,2186,isa,131
405-narrower-1759,405,narrower,1759
1759-broader-405,1759,broader,405
1640-narrower-405,1640,narrower,405
405-broader-1640,405,broader,1640
1920-producedby-2374,1920,producedby,2374
2281-narrower-1086,2281,narrower,1086
1086-broader-2281,1086,broader,2281
2281-narrower-984,2281,narrower,984
984-broader-2281,984,broader,2281
562-narrower-2419,562,narrower,2419
2419-broader-562,2419,broader,562
2279-narrower-1240,2279,narrower,1240
1240-broader-2279,1240,broader,2279
2575-narrower-813,2575,narrower,813
813-broader-2575,813,broader,2575
2268-narrower-1372,2268,narrower,1372
1372-broader-2268,1372,broader,2268
2463-narrower-1313,2463,narrower,1313
1313-broader-2463,1313,broader,2463
1050-narrower-2257,1050,narrower,2257
2257-broader-1050,2257,broader,1050
1050-narrower-2256,1050,narrower,2256
2256-broader-1050,2256,broader,1050
2300-narrower-1958,2300,narrower,1958
1958-broader-2300,1958,broader,2300
1917-narrower-1094,1917,narrower,1094
1094-broader-1917,1094,broader,1917
2128-narrower-1896,2128,narrower,1896
1896-broader-2128,1896,broader,2128
1383-narrower-2178,1383,narrower,2178
2178-broader-1383,2178,broader,1383
1297-partof-447,1297,partof,447
447-haspart-1297,447,haspart,1297
1588-narrower-1444,1588,narrower,1444
1444-broader-1588,1444,broader,1588
2114-narrower-819,2114,narrower,819
819-broader-2114,819,broader,2114
2551-narrower-323,2551,narrower,323
323-broader-2551,323,broader,2551
1287-narrower-2483,1287,narrower,2483
2483-broader-1287,2483,broader,1287
1333-partof-1346,1333,partof,1346
1346-haspart-1333,1346,haspart,1333
1811-narrower-1182,1811,narrower,1182
1182-broader-1811,1182,broader,1811
2115-narrower-1928,2115,narrower,1928
1928-broader-2115,1928,broader,2115
2121-narrower-1673,2121,narrower,1673
1673-broader-2121,1673,broader,2121
1262-narrower-559,1262,narrower,559
559-broader-1262,559,broader,1262
559-narrower-2416,559,narrower,2416
2416-broader-559,2416,broader,559
2116-narrower-1585,2116,narrower,1585
1585-broader-2116,1585,broader,2116
2436-narrower-1223,2436,narrower,1223
1223-broader-2436,1223,broader,2436
1327-narrower-1985,1327,narrower,1985
1985-broader-1327,1985,broader,1327
1232-narrower-2110,1232,narrower,2110
2110-broader-1232,2110,broader,1232
2272-narrower-1232,2272,narrower,1232
1232-broader-2272,1232,broader,2272
2271-narrower-1513,2271,narrower,1513
1513-broader-2271,1513,broader,2271
1272-narrower-2176,1272,narrower,2176
2176-broader-1272,2176,broader,1272
2102-narrower-141,2102,narrower,141
141-broader-2102,141,broader,2102
1297-partof-471,1297,partof,471
471-haspart-1297,471,haspart,1297
1262-narrower-1759,1262,narrower,1759
1759-broader-1262,1759,broader,1262
1759-narrower-2415,1759,narrower,2415
2415-broader-1759,2415,broader,1759
1263-narrower-562,1263,narrower,562
562-broader-1263,562,broader,1263
1640-narrower-1263,1640,narrower,1263
1263-broader-1640,1263,broader,1640
1263-narrower-561,1263,narrower,561
561-broader-1263,561,broader,1263
2099-narrower-1304,2099,narrower,1304
1304-broader-2099,1304,broader,2099
962-narrower-907,962,narrower,907
907-broader-962,907,broader,962
962-narrower-77,962,narrower,77
77-broader-962,77,broader,962
2135-narrower-898,2135,narrower,898
898-broader-2135,898,broader,2135
2137-narrower-823,2137,narrower,823
823-broader-2137,823,broader,2137
1640-narrower-1262,1640,narrower,1262
1262-broader-1640,1262,broader,1640
1640-narrower-427,1640,narrower,427
427-broader-1640,427,broader,1640
561-narrower-2420,561,narrower,2420
2420-broader-561,2420,broader,561
2092-narrower-2473,2092,narrower,2473
2473-broader-2092,2473,broader,2092
1432-narrower-2156,1432,narrower,2156
2156-broader-1432,2156,broader,1432
2205-narrower-1614,2205,narrower,1614
1614-broader-2205,1614,broader,2205
2133-narrower-1665,2133,narrower,1665
1665-broader-2133,1665,broader,2133
1334-instanceof-1991,1334,instanceof,1991
1991-isa-1334,1991,isa,1334
2436-narrower-1334,2436,narrower,1334
1334-broader-2436,1334,broader,2436
1262-narrower-560,1262,narrower,560
560-broader-1262,560,broader,1262
398-similar-1434,398,similar,1434
2126-narrower-1408,2126,narrower,1408
1408-broader-2126,1408,broader,2126
2126-narrower-1247,2126,narrower,1247
1247-broader-2126,1247,broader,2126
738-narrower-2214,738,narrower,2214
2214-broader-738,2214,broader,738
1551-narrower-2262,1551,narrower,2262
2262-broader-1551,2262,broader,1551
1502-narrower-2475,1502,narrower,2475
2475-broader-1502,2475,broader,1502
2120-narrower-1303,2120,narrower,1303
1303-broader-2120,1303,broader,2120
2116-narrower-1411,2116,narrower,1411
1411-broader-2116,1411,broader,2116
2133-narrower-1433,2133,narrower,1433
1433-broader-2133,1433,broader,2133
3351-narrower-1766,3351,narrower,1766
1766-broader-3351,1766,broader,3351
1333-partof-1347,1333,partof,1347
1347-haspart-1333,1347,haspart,1333
2140-narrower-1225,2140,narrower,1225
1225-broader-2140,1225,broader,2140
1395-narrower-2303,1395,narrower,2303
2303-broader-1395,2303,broader,1395
2009-narrower-2480,2009,narrower,2480
2480-broader-2009,2480,broader,2009
2463-narrower-1370,2463,narrower,1370
1370-broader-2463,1370,broader,2463
2391-narrower-1620,2391,narrower,1620
1620-broader-2391,1620,broader,2391
1055-narrower-2254,1055,narrower,2254
2254-broader-1055,2254,broader,1055
1055-narrower-2255,1055,narrower,2255
2255-broader-1055,2255,broader,1055
560-narrower-2417,560,narrower,2417
2417-broader-560,2417,broader,560
2108-narrower-1253,2108,narrower,1253
1253-broader-2108,1253,broader,2108
2102-narrower-1428,2102,narrower,1428
1428-broader-2102,1428,broader,2102
562-narrower-2421,562,narrower,2421
2421-broader-562,2421,broader,562
2282-narrower-645,2282,narrower,645
645-broader-2282,645,broader,2282
2282-narrower-1474,2282,narrower,1474
1474-broader-2282,1474,broader,2282
2399-narrower-1383,2399,narrower,1383
1383-broader-2399,1383,broader,2399
1383-narrower-2560,1383,narrower,2560
2560-broader-1383,2560,broader,1383
1337-narrower-2488,1337,narrower,2488
2488-broader-1337,2488,broader,1337
2127-narrower-1204,2127,narrower,1204
1204-broader-2127,1204,broader,2127
525-narrower-1924,525,narrower,1924
1924-broader-525,1924,broader,525
2176-narrower-2172,2176,narrower,2172
2172-broader-2176,2172,broader,2176
560-narrower-2415,560,narrower,2415
2415-broader-560,2415,broader,560
2399-narrower-1496,2399,narrower,1496
1496-broader-2399,1496,broader,2399
2456-narrower-164,2456,narrower,164
164-broader-2456,164,broader,2456
1551-narrower-2260,1551,narrower,2260
2260-broader-1551,2260,broader,1551
1553-narrower-2263,1553,narrower,2263
2263-broader-1553,2263,broader,1553
2458-narrower-125,2458,narrower,125
125-broader-2458,125,broader,2458
636-requires-1033,636,requires,1033
2633-narrower-163,2633,narrower,163
163-broader-2633,163,broader,2633
2633-narrower-706,2633,narrower,706
706-broader-2633,706,broader,2633
2634-narrower-2636,2634,narrower,2636
2636-broader-2634,2636,broader,2634
2634-narrower-2637,2634,narrower,2637
2637-broader-2634,2637,broader,2634
262-narrower-2642,262,narrower,2642
2642-broader-262,2642,broader,262
2642-narrower-1211,2642,narrower,1211
1211-broader-2642,1211,broader,2642
2642-narrower-1834,2642,narrower,1834
1834-broader-2642,1834,broader,2642
2644-narrower-1759,2644,narrower,1759
1759-broader-2644,1759,broader,2644
2644-narrower-1383,2644,narrower,1383
1383-broader-2644,1383,broader,2644
2645-narrower-683,2645,narrower,683
683-broader-2645,683,broader,2645
2645-narrower-1554,2645,narrower,1554
1554-broader-2645,1554,broader,2645
2646-narrower-2106,2646,narrower,2106
2106-broader-2646,2106,broader,2646
2646-narrower-1200,2646,narrower,1200
1200-broader-2646,1200,broader,2646
2650-narrower-98,2650,narrower,98
98-broader-2650,98,broader,2650
2650-narrower-1198,2650,narrower,1198
1198-broader-2650,1198,broader,2650
2652-narrower-1243,2652,narrower,1243
1243-broader-2652,1243,broader,2652
2652-narrower-2531,2652,narrower,2531
2531-broader-2652,2531,broader,2652
2659-narrower-2658,2659,narrower,2658
2658-broader-2659,2658,broader,2659
2659-narrower-1188,2659,narrower,1188
1188-broader-2659,1188,broader,2659
2661-narrower-683,2661,narrower,683
683-broader-2661,683,broader,2661
2661-narrower-789,2661,narrower,789
789-broader-2661,789,broader,2661
1896-narrower-2662,1896,narrower,2662
2662-broader-1896,2662,broader,1896
1896-narrower-1258,1896,narrower,1258
1258-broader-1896,1258,broader,1896
2675-narrower-221,2675,narrower,221
221-broader-2675,221,broader,2675
2675-narrower-10,2675,narrower,10
10-broader-2675,10,broader,2675
2678-narrower-580,2678,narrower,580
580-broader-2678,580,broader,2678
2678-narrower-1040,2678,narrower,1040
1040-broader-2678,1040,broader,2678
2381-narrower-2678,2381,narrower,2678
2678-broader-2381,2678,broader,2381
2672-narrower-1272,2672,narrower,1272
1272-broader-2672,1272,broader,2672
2672-narrower-1327,2672,narrower,1327
1327-broader-2672,1327,broader,2672
2683-narrower-1905,2683,narrower,1905
1905-broader-2683,1905,broader,2683
2683-narrower-307,2683,narrower,307
307-broader-2683,307,broader,2683
2689-narrower-1464,2689,narrower,1464
1464-broader-2689,1464,broader,2689
2689-narrower-34,2689,narrower,34
34-broader-2689,34,broader,2689
2314-narrower-2696,2314,narrower,2696
2696-broader-2314,2696,broader,2314
2314-narrower-2697,2314,narrower,2697
2697-broader-2314,2697,broader,2314
2314-narrower-2698,2314,narrower,2698
2698-broader-2314,2698,broader,2314
2314-narrower-2699,2314,narrower,2699
2699-broader-2314,2699,broader,2314
2317-narrower-2695,2317,narrower,2695
2695-broader-2317,2695,broader,2317
2317-narrower-2700,2317,narrower,2700
2700-broader-2317,2700,broader,2317
2317-narrower-2701,2317,narrower,2701
2701-broader-2317,2701,broader,2317
1618-narrower-2702,1618,narrower,2702
2702-broader-1618,2702,broader,1618
1617-narrower-2703,1617,narrower,2703
2703-broader-1617,2703,broader,1617
2705-narrower-1689,2705,narrower,1689
1689-broader-2705,1689,broader,2705
2356-partof-2744,2356,partof,2744
2744-haspart-2356,2744,haspart,2356
2357-partof-2745,2357,partof,2745
2745-haspart-2357,2745,haspart,2357
2358-partof-2746,2358,partof,2746
2746-haspart-2358,2746,haspart,2358
2360-partof-2748,2360,partof,2748
2748-haspart-2360,2748,haspart,2360
2004-narrower-2761,2004,narrower,2761
2761-broader-2004,2761,broader,2004
539-instanceof-2764,539,instanceof,2764
2764-isa-539,2764,isa,539
2787-narrower-1401,2787,narrower,1401
1401-broader-2787,1401,broader,2787
2787-narrower-1336,2787,narrower,1336
1336-broader-2787,1336,broader,2787
2798-narrower-666,2798,narrower,666
666-broader-2798,666,broader,2798
2798-narrower-948,2798,narrower,948
948-broader-2798,948,broader,2798
2799-narrower-1307,2799,narrower,1307
1307-broader-2799,1307,broader,2799
2799-narrower-1599,2799,narrower,1599
1599-broader-2799,1599,broader,2799
2800-narrower-2105,2800,narrower,2105
2105-broader-2800,2105,broader,2800
2800-narrower-1216,2800,narrower,1216
1216-broader-2800,1216,broader,2800
2801-narrower-1329,2801,narrower,1329
1329-broader-2801,1329,broader,2801
2801-narrower-1174,2801,narrower,1174
1174-broader-2801,1174,broader,2801
628-partof-2803,628,partof,2803
2803-haspart-628,2803,haspart,628
1554-narrower-2839,1554,narrower,2839
2839-broader-1554,2839,broader,1554
1554-narrower-2806,1554,narrower,2806
2806-broader-1554,2806,broader,1554
962-narrower-2840,962,narrower,2840
2840-broader-962,2840,broader,962
962-narrower-2807,962,narrower,2807
2807-broader-962,2807,broader,962
1264-narrower-2856,1264,narrower,2856
2856-broader-1264,2856,broader,1264
1264-narrower-2857,1264,narrower,2857
2857-broader-1264,2857,broader,1264
2459-narrower-3022,2459,narrower,3022
3022-broader-2459,3022,broader,2459
2459-narrower-3023,2459,narrower,3023
3023-broader-2459,3023,broader,2459
970-narrower-3034,970,narrower,3034
3034-broader-970,3034,broader,970
970-narrower-3035,970,narrower,3035
3035-broader-970,3035,broader,970
2991-narrower-3041,2991,narrower,3041
3041-broader-2991,3041,broader,2991
2693-narrower-3042,2693,narrower,3042
3042-broader-2693,3042,broader,2693
2693-narrower-3043,2693,narrower,3043
3043-broader-2693,3043,broader,2693
51-instanceof-3171,51,instanceof,3171
3171-isa-51,3171,isa,51
51-instanceof-3172,51,instanceof,3172
3172-isa-51,3172,isa,51
138-transitiveof-3170,138,transitiveof,3170
3170-intransitiveof-138,3170,intransitiveof,138
177-requires-3161,177,requires,3161
339-instanceof-3155,339,instanceof,3155
3155-isa-339,3155,isa,339
387-requires-3180,387,requires,3180
1602-transitiveof-3174,1602,transitiveof,3174
3174-intransitiveof-1602,3174,intransitiveof,1602
1643-narrower-3162,1643,narrower,3162
3162-broader-1643,3162,broader,1643
2369-requires-3161,2369,requires,3161
2584-similar-3177,2584,similar,3177
3024-similar-3168,3024,similar,3168
3171-similar-3173,3171,similar,3173
2678-narrower-189,2678,narrower,189
189-broader-2678,189,broader,2678
3182-narrower-1259,3182,narrower,1259
1259-broader-3182,1259,broader,3182
3182-narrower-2432,3182,narrower,2432
2432-broader-3182,2432,broader,3182
3183-narrower-1407,3183,narrower,1407
1407-broader-3183,1407,broader,3183
3183-narrower-870,3183,narrower,870
870-broader-3183,870,broader,3183
3184-narrower-1422,3184,narrower,1422
1422-broader-3184,1422,broader,3184
3184-narrower-210,3184,narrower,210
210-broader-3184,210,broader,3184
3185-narrower-2101,3185,narrower,2101
2101-broader-3185,2101,broader,3185
3185-narrower-1494,3185,narrower,1494
1494-broader-3185,1494,broader,3185
3185-narrower-1625,3185,narrower,1625
1625-broader-3185,1625,broader,3185
3185-narrower-1417,3185,narrower,1417
1417-broader-3185,1417,broader,3185
3186-narrower-2101,3186,narrower,2101
2101-broader-3186,2101,broader,3186
3186-narrower-1494,3186,narrower,1494
1494-broader-3186,1494,broader,3186
3186-narrower-1625,3186,narrower,1625
1625-broader-3186,1625,broader,3186
3186-narrower-910,3186,narrower,910
910-broader-3186,910,broader,3186
3187-resultsin-1904,3187,resultsin,1904
3188-narrower-785,3188,narrower,785
785-broader-3188,785,broader,3188
3188-narrower-3001,3188,narrower,3001
3001-broader-3188,3001,broader,3188
680-narrower-3020,680,narrower,3020
3020-broader-680,3020,broader,680
2558-transitiveof-3020,2558,transitiveof,3020
3020-intransitiveof-2558,3020,intransitiveof,2558
3192-narrower-2313,3192,narrower,2313
2313-broader-3192,2313,broader,3192
3192-narrower-1825,3192,narrower,1825
1825-broader-3192,1825,broader,3192
3194-narrower-3122,3194,narrower,3122
3122-broader-3194,3122,broader,3194
3194-narrower-2001,3194,narrower,2001
2001-broader-3194,2001,broader,3194
692-narrower-700,692,narrower,700
700-broader-692,700,broader,692
1494-narrower-2865,1494,narrower,2865
2865-broader-1494,2865,broader,1494
3195-narrower-1116,3195,narrower,1116
1116-broader-3195,1116,broader,3195
3195-narrower-44,3195,narrower,44
44-broader-3195,44,broader,3195
3198-narrower-687,3198,narrower,687
687-broader-3198,687,broader,3198
3198-narrower-1294,3198,narrower,1294
1294-broader-3198,1294,broader,3198
2896-narrower-1003,2896,narrower,1003
1003-broader-2896,1003,broader,2896
3201-narrower-554,3201,narrower,554
554-broader-3201,554,broader,3201
3201-narrower-1550,3201,narrower,1550
1550-broader-3201,1550,broader,3201
3201-narrower-92,3201,narrower,92
92-broader-3201,92,broader,3201
3203-narrower-3202,3203,narrower,3202
3202-broader-3203,3202,broader,3203
3203-narrower-1566,3203,narrower,1566
1566-broader-3203,1566,broader,3203
3206-narrower-1138,3206,narrower,1138
1138-broader-3206,1138,broader,3206
3206-narrower-1037,3206,narrower,1037
1037-broader-3206,1037,broader,3206
3207-narrower-1512,3207,narrower,1512
1512-broader-3207,1512,broader,3207
3207-narrower-705,3207,narrower,705
705-broader-3207,705,broader,3207
3208-narrower-491,3208,narrower,491
491-broader-3208,491,broader,3208
3208-narrower-1093,3208,narrower,1093
1093-broader-3208,1093,broader,3208
1092-narrower-3211,1092,narrower,3211
3211-broader-1092,3211,broader,1092
1092-narrower-3212,1092,narrower,3212
3212-broader-1092,3212,broader,1092
3213-narrower-856,3213,narrower,856
856-broader-3213,856,broader,3213
3217-narrower-893,3217,narrower,893
893-broader-3217,893,broader,3217
3217-narrower-358,3217,narrower,358
358-broader-3217,358,broader,3217
3220-narrower-2694,3220,narrower,2694
2694-broader-3220,2694,broader,3220
3220-narrower-2692,3220,narrower,2692
2692-broader-3220,2692,broader,3220
3223-narrower-1531,3223,narrower,1531
1531-broader-3223,1531,broader,3223
3223-narrower-3222,3223,narrower,3222
3222-broader-3223,3222,broader,3223
3231-narrower-1944,3231,narrower,1944
1944-broader-3231,1944,broader,3231
588-narrower-3190,588,narrower,3190
3190-broader-588,3190,broader,588
588-narrower-3191,588,narrower,3191
3191-broader-588,3191,broader,588
580-narrower-3232,580,narrower,3232
3232-broader-580,3232,broader,580
3228-narrower-3193,3228,narrower,3193
3193-broader-3228,3193,broader,3228
3228-narrower-994,3228,narrower,994
994-broader-3228,994,broader,3228
430-narrower-3236,430,narrower,3236
3236-broader-430,3236,broader,430
430-narrower-3199,430,narrower,3199
3199-broader-430,3199,broader,430
3237-narrower-1003,3237,narrower,1003
1003-broader-3237,1003,broader,3237
3237-narrower-3238,3237,narrower,3238
3238-broader-3237,3238,broader,3237
1352-instanceof-3233,1352,instanceof,3233
3233-isa-1352,3233,isa,1352
2908-narrower-1782,2908,narrower,1782
1782-broader-2908,1782,broader,2908
2908-narrower-791,2908,narrower,791
791-broader-2908,791,broader,2908
2692-narrower-3249,2692,narrower,3249
3249-broader-2692,3249,broader,2692
2692-narrower-3250,2692,narrower,3250
3250-broader-2692,3250,broader,2692
503-narrower-3245,503,narrower,3245
3245-broader-503,3245,broader,503
3275-narrower-1489,3275,narrower,1489
1489-broader-3275,1489,broader,3275
3275-narrower-249,3275,narrower,249
249-broader-3275,249,broader,3275
1530-narrower-2053,1530,narrower,2053
2053-broader-1530,2053,broader,1530
1530-narrower-3286,1530,narrower,3286
3286-broader-1530,3286,broader,1530
3290-narrower-2868,3290,narrower,2868
2868-broader-3290,2868,broader,3290
3291-narrower-3290,3291,narrower,3290
3290-broader-3291,3290,broader,3291
3291-narrower-741,3291,narrower,741
741-broader-3291,741,broader,3291
3291-narrower-367,3291,narrower,367
367-broader-3291,367,broader,3291
3025-narrower-851,3025,narrower,851
851-broader-3025,851,broader,3025
3297-narrower-3295,3297,narrower,3295
3295-broader-3297,3295,broader,3297
3297-narrower-3296,3297,narrower,3296
3296-broader-3297,3296,broader,3297
1729-narrower-3295,1729,narrower,3295
3295-broader-1729,3295,broader,1729
1729-narrower-133,1729,narrower,133
133-broader-1729,133,broader,1729
155-narrower-3151,155,narrower,3151
3151-broader-155,3151,broader,155
155-narrower-2149,155,narrower,2149
2149-broader-155,2149,broader,155
2401-narrower-3303,2401,narrower,3303
3303-broader-2401,3303,broader,2401
2401-narrower-3304,2401,narrower,3304
3304-broader-2401,3304,broader,2401
583-narrower-3299,583,narrower,3299
3299-broader-583,3299,broader,583
583-narrower-3300,583,narrower,3300
3300-broader-583,3300,broader,583
3297-narrower-618,3297,narrower,618
618-broader-3297,618,broader,3297
3297-narrower-3076,3297,narrower,3076
3076-broader-3297,3076,broader,3297
3298-instanceof-1350,3298,instanceof,1350
1350-isa-3298,1350,isa,3298
3115-narrower-288,3115,narrower,288
288-broader-3115,288,broader,3115
3115-narrower-3306,3115,narrower,3306
3306-broader-3115,3306,broader,3115
1433-narrower-3307,1433,narrower,3307
3307-broader-1433,3307,broader,1433
353-narrower-3308,353,narrower,3308
3308-broader-353,3308,broader,353
353-narrower-3309,353,narrower,3309
3309-broader-353,3309,broader,353
3318-narrower-3137,3318,narrower,3137
3137-broader-3318,3137,broader,3318
3318-narrower-234,3318,narrower,234
234-broader-3318,234,broader,3318
3321-narrower-2035,3321,narrower,2035
2035-broader-3321,2035,broader,3321
3321-narrower-624,3321,narrower,624
624-broader-3321,624,broader,3321
3322-narrower-784,3322,narrower,784
784-broader-3322,784,broader,3322
3322-narrower-617,3322,narrower,617
617-broader-3322,617,broader,3322
3324-narrower-621,3324,narrower,621
621-broader-3324,621,broader,3324
3324-narrower-2244,3324,narrower,2244
2244-broader-3324,2244,broader,3324
3326-narrower-629,3326,narrower,629
629-broader-3326,629,broader,3326
3332-narrower-852,3332,narrower,852
852-broader-3332,852,broader,3332
3332-narrower-394,3332,narrower,394
394-broader-3332,394,broader,3332
1606-narrower-3305,1606,narrower,3305
3305-broader-1606,3305,broader,1606
1606-narrower-1460,1606,narrower,1460
1460-broader-1606,1460,broader,1606
689-narrower-1093,689,narrower,1093
1093-broader-689,1093,broader,689
2754-narrower-2923,2754,narrower,2923
2923-broader-2754,2923,broader,2754
2754-narrower-2925,2754,narrower,2925
2925-broader-2754,2925,broader,2754
1291-partof-445,1291,partof,445
445-haspart-1291,445,haspart,1291
682-narrower-3344,682,narrower,3344
3344-broader-682,3344,broader,682
2379-narrower-1741,2379,narrower,1741
1741-broader-2379,1741,broader,2379
2379-narrower-1591,2379,narrower,1591
1591-broader-2379,1591,broader,2379
2094-narrower-1326,2094,narrower,1326
1326-broader-2094,1326,broader,2094
2094-narrower-1485,2094,narrower,1485
1485-broader-2094,1485,broader,2094
2790-narrower-1265,2790,narrower,1265
1265-broader-2790,1265,broader,2790
3345-narrower-57,3345,narrower,57
57-broader-3345,57,broader,3345
3345-narrower-1591,3345,narrower,1591
1591-broader-3345,1591,broader,3345
711-narrower-3346,711,narrower,3346
3346-broader-711,3346,broader,711
2191-narrower-2484,2191,narrower,2484
2484-broader-2191,2484,broader,2191
3347-narrower-1591,3347,narrower,1591
1591-broader-3347,1591,broader,3347
3347-narrower-1265,3347,narrower,1265
1265-broader-3347,1265,broader,3347
3348-narrower-721,3348,narrower,721
721-broader-3348,721,broader,3348
3348-narrower-2191,3348,narrower,2191
2191-broader-3348,2191,broader,3348
2115-narrower-3351,2115,narrower,3351
3351-broader-2115,3351,broader,2115
2486-narrower-2485,2486,narrower,2485
2485-broader-2486,2485,broader,2486
2109-narrower-252,2109,narrower,252
252-broader-2109,252,broader,2109
2686-instanceof-2348,2686,instanceof,2348
2348-isa-2686,2348,isa,2686
2130-instanceof-3457,2130,instanceof,3457
3457-isa-2130,3457,isa,2130
1128-narrower-3459,1128,narrower,3459
3459-broader-1128,3459,broader,1128
1541-partof-3273,1541,partof,3273
3273-haspart-1541,3273,haspart,1541
3462-narrower-3315,3462,narrower,3315
3315-broader-3462,3315,broader,3462
3462-narrower-916,3462,narrower,916
916-broader-3462,916,broader,3462
1857-instanceof-2438,1857,instanceof,2438
2438-isa-1857,2438,isa,1857
113-instanceof-3465,113,instanceof,3465
3465-isa-113,3465,isa,113
113-instanceof-3464,113,instanceof,3464
3464-isa-113,3464,isa,113
3465-instanceof-3460,3465,instanceof,3460
3460-isa-3465,3460,isa,3465
113-instanceof-3463,113,instanceof,3463
3463-isa-113,3463,isa,113
1660-narrower-3535,1660,narrower,3535
3535-broader-1660,3535,broader,1660
1660-narrower-3072,1660,narrower,3072
3072-broader-1660,3072,broader,1660
1444-narrower-3537,1444,narrower,3537
3537-broader-1444,3537,broader,1444
2686-instanceof-467,2686,instanceof,467
467-isa-2686,467,isa,2686
2686-instanceof-2397,2686,instanceof,2397
2397-isa-2686,2397,isa,2686
3541-narrower-611,3541,narrower,611
611-broader-3541,611,broader,3541
1828-instanceof-3534,1828,instanceof,3534
3534-isa-1828,3534,isa,1828
1526-instanceof-1322,1526,instanceof,1322
1322-isa-1526,1322,isa,1526
1526-instanceof-1833,1526,instanceof,1833
1833-isa-1526,1833,isa,1526
1526-instanceof-768,1526,instanceof,768
768-isa-1526,768,isa,1526
256-instanceof-3542,256,instanceof,3542
3542-isa-256,3542,isa,256
3542-instanceof-1191,3542,instanceof,1191
1191-isa-3542,1191,isa,3542
3542-instanceof-2767,3542,instanceof,2767
2767-isa-3542,2767,isa,3542
481-instanceof-480,481,instanceof,480
480-isa-481,480,isa,481
1918-instanceof-3546,1918,instanceof,3546
3546-isa-1918,3546,isa,1918
539-instanceof-3549,539,instanceof,3549
3549-isa-539,3549,isa,539
256-instanceof-924,256,instanceof,924
924-isa-256,924,isa,256
1462-instanceof-2055,1462,instanceof,2055
2055-isa-1462,2055,isa,1462
3766-instanceof-3409,3766,instanceof,3409
3409-isa-3766,3409,isa,3766
3074-instanceof-3550,3074,instanceof,3550
3550-isa-3074,3550,isa,3074
3074-instanceof-2243,3074,instanceof,2243
2243-isa-3074,2243,isa,3074
1755-instanceof-3538,1755,instanceof,3538
3538-isa-1755,3538,isa,1755
158-antonymof-3538,158,antonymof,3538
3603-narrower-1228,3603,narrower,1228
1228-broader-3603,1228,broader,3603
3603-narrower-626,3603,narrower,626
626-broader-3603,626,broader,3603
227-instanceof-3606,227,instanceof,3606
3606-isa-227,3606,isa,227
1381-instanceof-3607,1381,instanceof,3607
3607-isa-1381,3607,isa,1381
3609-narrower-1391,3609,narrower,1391
1391-broader-3609,1391,broader,3609
3609-narrower-930,3609,narrower,930
930-broader-3609,930,broader,3609
1360-instanceof-3610,1360,instanceof,3610
3610-isa-1360,3610,isa,1360
1820-instanceof-3611,1820,instanceof,3611
3611-isa-1820,3611,isa,1820
3626-narrower-1410,3626,narrower,1410
1410-broader-3626,1410,broader,3626
3626-narrower-2248,3626,narrower,2248
2248-broader-3626,2248,broader,3626
3620-narrower-1757,3620,narrower,1757
1757-broader-3620,1757,broader,3620
1462-instanceof-3653,1462,instanceof,3653
3653-isa-1462,3653,isa,1462
2175-narrower-2691,2175,narrower,2691
2691-broader-2175,2691,broader,2175
2691-narrower-3041,2691,narrower,3041
3041-broader-2691,3041,broader,2691
3763-narrower-2173,3763,narrower,2173
2173-broader-3763,2173,broader,3763
3763-narrower-2174,3763,narrower,2174
2174-broader-3763,2174,broader,3763
3764-narrower-1292,3764,narrower,1292
1292-broader-3764,1292,broader,3764
3764-narrower-45,3764,narrower,45
45-broader-3764,45,broader,3764
1462-narrower-3653,1462,narrower,3653
3653-broader-1462,3653,broader,1462
1462-narrower-3765,1462,narrower,3765
3765-broader-1462,3765,broader,1462
3765-instanceof-3766,3765,instanceof,3766
3766-isa-3765,3766,isa,3765
3050-instanceof-3767,3050,instanceof,3767
3767-isa-3050,3767,isa,3050
343-instanceof-3769,343,instanceof,3769
3769-isa-343,3769,isa,343
1357-narrower-3778,1357,narrower,3778
3778-broader-1357,3778,broader,1357
1620-narrower-3779,1620,narrower,3779
3779-broader-1620,3779,broader,1620
3806-narrower-178,3806,narrower,178
178-broader-3806,178,broader,3806
3806-narrower-269,3806,narrower,269
269-broader-3806,269,broader,3806
3805-narrower-487,3805,narrower,487
487-broader-3805,487,broader,3805
3805-narrower-1894,3805,narrower,1894
1894-broader-3805,1894,broader,3805
3809-producedby-2522,3809,producedby,2522
298-similar-3809,298,similar,3809
3213-narrower-3831,3213,narrower,3831
3831-broader-3213,3831,broader,3213
947-narrower-3821,947,narrower,3821
3821-broader-947,3821,broader,947
1208-narrower-3825,1208,narrower,3825
3825-broader-1208,3825,broader,1208
1936-instanceof-3826,1936,instanceof,3826
3826-isa-1936,3826,isa,1936
832-instanceof-3839,832,instanceof,3839
3839-isa-832,3839,isa,832
3830-narrower-933,3830,narrower,933
933-broader-3830,933,broader,3830
